Language	Parameter	Cognateset
Italian	leaf	leaf.018
Ukrainian	leaf	leaf.004
Urdu	leaf	leaf.015
Italian	left	left.006
Ukrainian	left	left.035
Urdu	left	left.031
Italian	leg	leg.031
Ukrainian	leg	leg.002
Urdu	leg	leg.029
Italian	live	live.013
Ukrainian	live	live.013
Urdu	live	live.013
Italian	liver	liver.019
Ukrainian	liver	liver.021
Urdu	liver	liver.002
Italian	long	long.002
Ukrainian	long	long.002
Urdu	long	long.001
Italian	louse	louse.001
Ukrainian	louse	louse.010
Urdu	louse	louse.004
Italian	man	man.002
Ukrainian	man	man.015
Urdu	man	man.012
Urdu	man	man.025
Italian	meat	meat.016
Ukrainian	meat	meat.006
Urdu	meat	meat.018
Italian	moon	moon.008
Ukrainian	moon	moon.004
Urdu	moon	moon.001
Italian	mountain	mountain.001
Ukrainian	mountain	mountain.007
Urdu	mountain	mountain.033
Italian	mouth	mouth.011
Ukrainian	mouth	mouth.015
Urdu	mouth	mouth.002
Italian	nail	fingernail_or_toenail.006
Ukrainian	nail	fingernail_or_toenail.006
Urdu	nail	fingernail_or_toenail.001
Italian	name	name.005
Ukrainian	name	name.005
Urdu	name	name.005
Italian	narrow	narrow.003
Ukrainian	narrow	narrow.023
Urdu	narrow	narrow.025
Italian	navel	navel.014
Ukrainian	navel	navel.012
Urdu	navel	navel.017
Italian	near	near.033
Ukrainian	near	near.014
Urdu	near	near.038
Urdu	near	near.030
Italian	neck	neck.005
Ukrainian	neck	neck.034
Urdu	neck	neck.020
Italian	new	new.008
Ukrainian	new	new.008
Urdu	new	new.008
Italian	night	night.001
Ukrainian	night	night.001
Urdu	night	night.004
Italian	nose	nose.014
Ukrainian	nose	nose.014
Urdu	nose	nose.014
Italian	old	old.007
Ukrainian	old	old.025
Urdu	old	old.017
Italian	one	one.001
Ukrainian	one	one.001
Urdu	one	one.001
Italian	play	play.008
Ukrainian	play	play.039
Urdu	play	play.033
Italian	pull	pull.031
Ukrainian	pull	pull.035
Urdu	pull	pull.008
Italian	push	push.034
Ukrainian	push	push.068
Urdu	push	push.012
Italian	rain	rain.014
Ukrainian	rain	rain.026
Urdu	rain	rain.027
Italian	red	red.027
Ukrainian	red	red.006
Urdu	red	red.019
Urdu	red	red.016
Italian	right	right.023
Ukrainian	right	right.020
Urdu	right	right.023
Italian	river	river.002
Ukrainian	river	river.017
Urdu	river	river.010
Italian	root	root.005
Ukrainian	root	root.007
Urdu	root	root.006
Italian	rotten	rotten.008
Ukrainian	rotten	rotten.031
Urdu	rotten	rotten.027
Italian	round	round.021
Ukrainian	round	round.036
Urdu	round	round.006
Italian	run	run.010
Ukrainian	run	run.016
Urdu	run	run.036
Italian	salt	salt.009
Ukrainian	salt	salt.009
Urdu	salt	salt.013
Italian	sand	sand.027
Ukrainian	sand	sand.018
Urdu	sand	sand.025
Italian	say	say.004
Ukrainian	say	say.039
Urdu	say	say.009
Italian	sea	sea.023
Ukrainian	sea	sea.023
Urdu	sea	sea.011
Italian	see	see.025
Ukrainian	see	see.018
Urdu	see	see.009
Italian	seed	seed.009
Ukrainian	seed	seed.009
Urdu	seed	seed.019
Italian	sew	sew.007
Ukrainian	sew	sew.007
Urdu	sew	sew.007
Italian	shadow	shadow.002
Ukrainian	shadow	shadow.012
Urdu	shadow	shadow.005
Italian	sharp	sharp.019
Ukrainian	sharp	sharp.011
Urdu	sharp	sharp.001
Italian	short	short.012
Ukrainian	short	short.031
Urdu	short	short.034
Italian	sing	sing.028
Ukrainian	sing	sing.033
Urdu	sing	sing.008
Italian	sit	sit.001
Ukrainian	sit	sit.001
Urdu	sit	sit.008
Italian	skin	skin.012
Ukrainian	skin	skin.022
Urdu	skin	skin.016
Italian	sky	sky.020
Ukrainian	sky	sky.021
Urdu	sky	sky.006
Italian	sleep	sleep.021
Ukrainian	sleep	sleep.007
Urdu	sleep	sleep.007
Italian	small	small.001
Ukrainian	small	small.031
Urdu	small	small.049
Italian	smell	smell.028
Ukrainian	smell	smell.006
Urdu	smell	smell.015
Italian	smoke	smoke.013
Ukrainian	smoke	smoke.013
Urdu	smoke	smoke.013
Italian	smooth	smooth.003
Ukrainian	smooth	smooth.025
Urdu	smooth	smooth.006
Italian	snake	snake.028
Ukrainian	snake	snake.022
Urdu	snake	snake.028
Italian	snow	snow.009
Ukrainian	snow	snow.009
Urdu	snow	snow.001
Italian	stand	stand.007
Ukrainian	stand	stand.019
Urdu	stand	stand.004
Italian	star	star.005
Ukrainian	star	star.001
Urdu	star	star.005
Italian	stick	stick.045
Ukrainian	stick	stick.001
Urdu	stick	stick.016
Italian	stone	stone.011
Ukrainian	stone	stone.008
Urdu	stone	stone.009
Italian	straight	straight.017
Ukrainian	straight	straight.031
Urdu	straight	straight.014
Italian	sun	sun.006
Ukrainian	sun	sun.006
Urdu	sun	sun.003
Italian	sweet	sweet.006
Ukrainian	sweet	sweet.011
Urdu	sweet	sweet.022
Italian	swell	swell.014
Ukrainian	swell	swell.011
Urdu	swell	swell.025
Italian	swim	swim.013
Ukrainian	swim	swim.005
Urdu	swim	swim.002
Italian	tail	tail.037
Ukrainian	tail	tail.020
Urdu	tail	tail.001
Urdu	tail	tail.004
Italian	take	take.013
Ukrainian	take	take.008
Urdu	take	take.004
Italian	thick	thick.015
Ukrainian	thick	thick.032
Urdu	thick	thick.007
Italian	thigh	thigh.022
Ukrainian	thigh	thigh.031
Urdu	thigh	thigh.001
Italian	think	think.014
Ukrainian	think	think.032
Urdu	think	think.008
Italian	three	three.001
Ukrainian	three	three.001
Urdu	three	three.001
Italian	throw	throw.037
Ukrainian	throw	throw.067
Urdu	throw	throw.033
Italian	tie	tie.019
Ukrainian	tie	tie.005
Urdu	tie	tie.008
Italian	tongue	tongue.005
Ukrainian	tongue	tongue.005
Urdu	tongue	tongue.008
Italian	tooth	tooth.002
Ukrainian	tooth	tooth.001
Urdu	tooth	tooth.002
Italian	tree	tree.030
Ukrainian	tree	tree.001
Urdu	tree	tree.035
Italian	turn	turn.017
Ukrainian	turn	turn.013
Urdu	turn	turn.025
Italian	two	two.001
Ukrainian	two	two.001
Urdu	two	two.001
Italian	vomit	vomit.007
Ukrainian	vomit	vomit.024
Urdu	vomit	vomit.028
Italian	wash	wash.019
Ukrainian	wash	wash.005
Urdu	wash	wash.006
Italian	water	water.001
Ukrainian	water	water.011
Urdu	water	water.004
Italian	wet	wet.039
Ukrainian	wet	wet.022
Urdu	wet	wet.001
Italian	white	white.025
Ukrainian	white	white.008
Urdu	white	white.022
Italian	wide	wide.010
Ukrainian	wide	wide.001
Urdu	wide	wide.017
Italian	wind	wind.003
Ukrainian	wind	wind.003
Urdu	wind	wind.020
Italian	wing	wing.011
Ukrainian	wing	wing.017
Urdu	wing	wing.001
Italian	woman	woman.005
Ukrainian	woman	woman.008
Urdu	woman	woman.033
Italian	worm	worm.001
Ukrainian	worm	worm.010
Urdu	worm	worm.016
Italian	year	year.004
Ukrainian	year	year.003
Urdu	year	year.020
Italian	yellow	yellow.029
Ukrainian	yellow	yellow.032
Urdu	yellow	yellow.014
Italian	yesterday	yesterday.015
Ukrainian	yesterday	yesterday.016
Urdu	yesterday	yesterday.010
